qstr_Next_Page|다음 페이지
qstr__Ah!_Well_met_{reg63| 좋아요, {reg63?Lord:Lady} {playername}.
qstr__Yes_indeed_I_have_h| 네, 사실 전 무언가를 듣게 되었죠.
qstr__Greetings_my_{reg63| 안녕하십니까, {reg63?나리:아가씨}.
qstr__Yes_my_{reg63?Lord:L| 네, {reg63?나리:아가씨}, 당신을 위해 준비했습니다.
qstr__Favor_smiles_upon_y| 호의를 보여드리죠, {reg63?나리:아가씨}.
qstr__Aye_my_{reg63?Lord:| 아아, {reg63?나리:아가씨}, 제가 들은게 있습니다.
qstr__My_{reg63?lord:Lady}_| 저는 {reg63?나리:아가씨}에게 가치 있는 것을 가지고 있습니다.
qstr__Well_met_my_{reg63?lo| 잘 만났습니다, {playername} {reg63?나리:아가씨}, 운이 좋으시네요.
qstr__{reg63?Lord:Lady}_{pl| {playername} {reg63?나리:아가씨}, 행운 당신에게 미소를 보내네요.
qstr__Not_that_I_indulge_| 나는 소문에 눈먼 사람이 아닙니다, {reg63?나리:아가씨}, 그렇지만 전 어떤 소문을 들었습니다.
qstr__{s10}__I_was_told{s9}| {s10} 이 {s9}를 들으니 당신이 생각나더군요.
qstr__{s10}__Yes{s9}_was_| {s10} 그렇지, {s9}이(가) 제게 말해줬습니다. 하나도 빠짐없이 기억하고 있지요.
qstr__{s10}__I_overheard{| {s10} 우연히 {s9}에게서 들은 이야기입니다. 그리고 운좋게도 기록을 남길 수 있었죠.
qstr__{s10}__I_was_inform| {s10} 전 {s9}에게서 당신이 흥미를 가질만한 이야기를 들었습니다.
qstr__{s2}_Usually_I_am_t| {s2} 보통, 그런 소문에 귀 기울이기엔 너무 바쁘네요.
qstr__{s2}_I_hope_that_yo| {s2} 이 정보를 유익했길 바래요.
qstr__{s2}_I_do_hope_that| {s2} 이 정보가 유용하길 바래요.
qstr__{s2}_Makes_me_wonder| {s2} 저를 이 벽 너머에 무슨 위험한게 숨어있나 궁금하게 만들었죠.
qstr__{s2}_I_have_gained_| {s2} 난 당신이 바라보고 있는 문제의 새로운 진가를 봤어요.
qstr__{s2}_It_is_my_duty_| {s2} 당신을 섬기는건 저의 의무이고 영광입니다. 전 이게 {reg63?나리:아가씨}가 찾던 종류의 정보이길 바랍니다.
qstr__{s2}_By_the_way_my_| {s2} 그나저나 {reg63?나리:아가씨}의 여정에 조심하세요.
qstr__{s2}_The_castle_is_| {s2} {reg63?나리:아가씨}, 성은 활기로 북적거립니다. 그리고 전 정보 수집을 위해 할애할 시간이 많이 없습니다.
qstr__{s2}_Even_I_found_t| {s2} 제 스스로 찾아낸 정보입니다, {reg63?나리:아가씨}.
qstr_{s2}_It_s_regarding_|{s2} {s14}에 관한 이야기입니다. {s4}
qstr_{s2}_{s4}_about_{s14|{s2} {s14} 에 대한 주제입니다. {s4}
qstr_{s2}_{s4}_regarding_|{s2} {s14}에 관한 내용입니다. {s4}
qstr_{s2}_{s4}_concerning|{s2} {s4} 그건 {s14}에 관한 겁니다.
qstr_{s2}_My_informant_{s|{s2} 이 정보의 제공자인 {s11}이(가) {s14}에 대한 {s9}를 말해 줬습니다.
qstr_{s2}_It_s_{s9}_from_|{s2} 이것은 {s11}(으)로부터 들은 {s14}에 대한 {s9}입니다.
qstr_{s3}_{s4}_{s34}|{s3} {s4} {s34}
qstr_a_story|이야기
qstr_a_tale|이야기
qstr_a_rumor|소문에 대한 이야기
qstr_a_piece_of_gossip|이야기
qstr_an_intriguing_story|아주 흥미로운 이야기
qstr_a_piece_of_informati|어떤 정보에 대한 이야기
qstr_a_fascinating_tale|굉장한 이야기
qstr_a_yarn|괜찮은 이야기
qstr_an_interesting_story|흥미로운 이야기
qstr_an_interesting_rumor|소문에 관한 이야기
qstr_a_sordid_tale|추악한 이야기
qstr_{s50}|{s50}
qstr_a_nameless_acquainta|이름없는 지인
qstr_conducting_business_|사업상 아는 지인
qstr_waiting_to_meet_some|만나기 위해 기다린 누군가
qstr_waiting_for_someone|기다린 누군가
qstr_someone_who_shall_no|유명하지 않은 누군가
qstr_hurrying_to_meet_som|만나기 위해 서두른 중요한 누군가
qstr_was_collecting_somet|그를 위해 무언가를 모으고
qstr_avoiding_the_militia|민병대의 정찰을 피하고
qstr_a_person_best_not_na|비교할 수 없는 사람
qstr_hurrying_to_meet_a_f|친구를 만나기 위해 서두르고
qstr_waiting_to_meet_an_a|협상을 위해 기다리고
qstr_hiding_to_avoid_bein|미행을 피하기 위해 숨고
qstr_a_person_who_is_best|어둠속에서 최고인 사람
qstr_waiting_to_receive_a|부하로부터 보고서를 받기 위해 기다리고
qstr_on_the_way_to_meet_a|동료를 만나러 가고
qstr_waiting_to_meet_one_|그의 부하를 만나기 위해 기다리고
qstr_an_acquaintance|지인
qstr_minding_his_own_busi|사업을 보고
qstr_not_paying_much_atte|주의하지 않고
qstr_an_acquaintance_name|{s12}라는 지인으로
qstr_doing_some_chores|잡일을 하고
qstr_going_to_meet_someon|누구를 만나러 가고
qstr_{s12}_an_acquaintanc|나의 지인 {s12}
qstr_a_mercenary_calling_|{s12}라는 용병으로
qstr_waiting_for_his_capt|그의 대장을 기다리고
qstr_looking_for_some_ent|흥미거리는 찾고 있고
qstr_looking_for_his_swor|전우를 찾고
qstr_heading_to_town_to_s|일거리를 찾아 도시로 향하고
qstr_on_a_scouting_missio|정찰입무를 하고
qstr_looking_for_his_capt|그의 대장을 찾고
qstr_a_strange_traveler|낯선 여행자
qstr_looking_for_somewher|먹을만한 장소를 찾고
qstr_wandering_the_town|도시를 배회하고
qstr_resting_on_the_side_|길가에서 쉬고
qstr_cooking_some_hens_ov|작은 모닥불 위에 닭요리를 하고
qstr_walking_along_the_ro|도로변을 걷고
qstr_a_traveler_named_{s1|{s12}라는 여행자로
qstr_looking_for_somethin|먹을 것을 찾고
qstr_exploring|탐험중에
qstr_making_camp_along_th|도로변에 야영지를 만드는
qstr_breaking_camp|야영지를 해체하는
qstr_walking_with_a_group|난민들과 함께 가는
qstr_a_refugee|난민으로
qstr_looking_for_shelter|피난처를 찾고
qstr_heading_to_the_next_|다음 도시로가고
qstr_a_young_hunter_named|{s12}이라는 젊은 사냥꾼으로
qstr_waiting_for_another_|다른 사냥꾼을 기다리고
qstr_preparing_to_go_on_a|사냥을 갈 준비를 하고
qstr_heading_out_of_the_t|도시 밖으로 향하고
qstr_looking_for_game|사냥감을 찾는중에
qstr_a_travelling_merchan|행상인으로
qstr_waiting_for_his_appr|그의 견습생를 기다리고
qstr_moving_inventory_ont|물품들을 수레로 옮기고
qstr_looking_for_his_cara|상단호위병을 찾고
qstr_heading_to_town_to_se|상품을 팔기 위해 도시로 가고
qstr_riding_along_the_roa|도로변을 말달리고
qstr_a_merchant_named_{s1|{s12}라는 상인으로
qstr_looking_for_his_appr|그의 견습생를 찾고
qstr_meeting_a_money_lend|대출업자를 만나고
qstr_waiting_for_a_custom|손님을 기다리고
qstr_making_camp|야영지를 만들고 있는
qstr_a_wandering_Knight_o|떠도는 새벽의 기사로
qstr_looking_for_his_squi|그의 종자를 찾고
qstr_tending_to_his_horse|그의 말에 의지하고
qstr_patrolling_the_stree|거리를 순찰하고
qstr_helping_some_refugee|몇몇의 난민들을 돕고
qstr_patrolling_the_road|도로를 순찰하고
qstr_an_adventurer_callin|{s12}라는 모험가로
qstr_looking_for_his_frie|그의 친구를 찾고
qstr_resting_under_a_tree|도로변의 나무아래에서 쉬고
qstr_an_abbot_called_{s12|{s12}라는 수도원장으로
qstr_rushing_to_the_aid_o|아픈 친구를 돕기 위해 달려가고
qstr_helping_refugees|난민을 돕고
qstr_strolling_the_street|거리를 산책하고
qstr_on_a_pilgrimage|순례 하고
qstr_a_member_of_the_loca|지역 민병대원으로
qstr_on_patrol|순찰중에
qstr_patrolling_the_town|도시를 순찰하고
qstr_investigating_suspic|의심스런 행동을 조사하고
qstr_a_local_militiaman|지역 민병으로
qstr_hunting_for_his_lord|그의 영주를 위해 사냥하고
qstr_a_soldier_from_the_c|성에서 온 병사로
qstr_on_guard_duty|경비 근무중에
qstr_a_soldier_who_would_|이름을 말하지 않은 병사로
qstr_scouting_the_area|지역을 정찰하고
qstr_a_young_noble_lad|젊은 귀족으로
qstr_looking_for_a_friend|친구를 찾고
qstr_on_important_busines|중요한 사업중에
qstr_meeting_someone|누군가를 만나고
qstr_hunting_a_stag|사슴을 사냥하고
qstr_traveling_to_his_fat|아버지의 사유지로 여행하고
qstr_a_caravan_guard|상단 호위병
qstr_looking_for_his_mate|그의 친구를 찾고
qstr_waiting_to_meet_his_|다음 계약을 기다리고
qstr_checking_the_horses|말을 돌보고
qstr_scouting_ahead_of_hi|상단 앞을 정찰하고
qstr_catching_up_to_the_c|상행단을 따라잡고
qstr_escorting_a_caravan|상행단을 호위하고
qstr_a_bounty_hunter|현상금 사냥꾼으로
qstr_following_up_on_a_le|선두를 따라잡고
qstr_waiting_to_meet_an_i|정보원을 만나기 위해 기다리고
qstr_on_the_trail_of_a_no|악명높은 무법자의 자취를 따라가고
qstr_asking_if_we_had_see|이 지역에서 도적들을 보았는지 묻고
qstr_a_Mercenary_Sellswor|용병으로
qstr_waiting_for_his_serg|그의 종자를 기다리고
qstr_on_his_way_to_town|그가 도시로 가고
qstr_asking_if_we_knew_wh|그가 일거리를 찾고
qstr_a_Militia_Warder|민병대 감시자로
qstr_checking_on_a_recrui|신병을 점검하고
qstr_waiting_to_meet_a_bo|현상금 사냥꾼을 만나기 위해 기다리고
qstr_asking_if_we_had_seen|그의 친구들을 본적이 있는지 묻고
qstr_a_young_Noble_by_the|{s12}라는 젊은 귀족으로
qstr_on_important_business|영주를 위한 중요 업무중에
qstr_a_wandering_Ranger_b| {s12}라는 떠도는 순찰자로
qstr_preparing_to_leave_t|도시를 떠날 준비중에
qstr_investigating_someth|의심스러운 것을 조사하고
qstr_waiting_for_a_fellow|동료 레인져를 기다리고
qstr_a_good_squire_named_|{s12}라는 종자로
qstr_waiting_for_his_Lord|그의 영주를 기다리고
qstr_meeting_a_friend|친구를 만나고
qstr_going_to_meet_his_Lo|영주를 만나러 가고
qstr_a_neighbor_of_mine|내 이웃으로
qstr_on_his_way_to_the_sh|상점으로 가는 길에
qstr_walking_to_work|일하러 걸어가고
qstr_a_relative_of_a_frie|친구의 친척으로
qstr_on_his_way_to_his_ma|본점으로 가는 길에
qstr_looking_for_his_litt|그의 동생을 찾고
qstr_my_distant_cousin_na|{s12}라는 내 먼 사촌으로
qstr_avoiding_his_wife|부인을 피해 달아나고
qstr_looking_for_his_son|그의 아들을 돌보고
qstr_my_sister_s_husband_|나의 칠촌으로
qstr_avoiding_his_mother_|그의 장모를 피하고
qstr_looking_for_his_wayw|말썽쟁이 아들을 찾고
qstr_a_few_days_ago|며칠 전
qstr_last_night|어젯밤
qstr_earlier_this_morning|오늘 아침
qstr_yesterday|어제
qstr_after_sundown_yester|어제 일몰 이후
qstr_while_dining_yesterd|어제 저녁식사 도중
qstr_at_breakfast_this_mo|오늘 아침식사 때
qstr_while_at_the_merchan|상점에 있을 때
qstr_in_the_tavern|선술집 안에
qstr_in_the_street|거리에
qstr_outside_the_walls|성벽 바깥쪽에
qstr_in_the_castle_courty|성 안뜰 안에
qstr_noon_yesterday|어제 정오
qstr_recently|최근
qstr_I_heard_{s9}_from_{s|전 {s11}부터 {s9}를 들었습니다.
qstr_I_was_told_{s13}_of_|저는 {s13} {s11}부터 {s9}를 들었습니다.
qstr_Hmm_{s13}_I_heard_{s|저는 {s13} {s11}부터 {s9}를 들었습니다.
qstr_I_heard_{s9}_from_{s1|저는 {s13} {s11}부터 {s9}를 들었습니다.
qstr_I_met_{s11}_{s13}_wh|저는 {s13} {s11}부터 {s9}를 들었습니다.
qstr_I_came_across_{s9}_f|저는 {s11}부터 {s9}를 들었습니다.
qstr_On_a_chance_encounte|저는 {s11}부터 {s9}를 들었습니다.
qstr_I_ran_into_{s11}_{s1|저는 {s13} {s11}부터 {s9}를 들었습니다.
qstr_I_bumped_into_{s11}_|저는 {s13} {s11}부터 {s9}를 들었습니다.
qstr_I_overheard_{s9}_fro|저는 {s11}부터 {s9}를 들었습니다.
qstr_Snake_Cult|사교도
qstr_Jatu|자투
qstr_thieves_and_bandits_|숲의 강도와 도적단
qstr_Noldor|놀도르
qstr_D_Shar_Steppe_Raider|드'샤르 초원 습격대
qstr_recent_events_that_s|최근 벌어진 비일상적인 사건
qstr_outlaws_and_forest_b|무법자들과 숲 도적들
qstr_outlaws_and_highwaym|무법자들과 노상 강도들
qstr_rogue_and_outlawed_K|범죄자와 무법 기사들
qstr_various_adventure_co|다양한 모험단들
qstr_Heretics|이교도들
qstr_Red_Brotherhood|붉은형제단
qstr_Knights_of_Eventide|밤의 기사단
qstr_Knights_of_the_Dawn|새벽의 기사단
qstr_Mettenheim|메텐하임
qstr_Singalians|싱갈족
qstr_travellers|여행자들
qstr_the_accursed_{s14}|저주받은 {s14}
qstr_the_vile_{s14}|쓰레기 같은 {s14}
qstr_the_damned_{s14}|엿 같은 {s14}
qstr_the_barbaric_{s14}|야만적인 {s14}
qstr_the_horrid_{s14}|지독한 {s14}
qstr_the_filthy_{s14}|추잡한 {s14}
qstr_days|날들
qstr_in_the_afternoon|오후에
qstr_fresh|신선한
qstr_in_the_morning|아침에
qstr_fresh_cool|상쾌한
qstr_nights|밤에
qstr_after_dark|어둑해고 난 뒤
qstr_fresh_night|맑은 밤
qstr_after_sunset|해질녘 이후
qstr_night|밤
qstr__few_{s7}_ago|며칠 전
qstr_h_yes_it_was_two_{s7|이틀 전, {s17}
qstr_hh_it_was_yesterday_|어제, {s17}
qstr_bout_three_{s7}_ago|삼일전
qstr__handful_of_{s7}_ago|오래 전
qstr__few_{s7}_past_{s17}|며칠 전, {s17}
qstr_{s41}|{s41}
qstr_{s42}|{s42}
qstr_{s43}|{s43}
qstr_taking_a_stroll|산책하고
qstr_headed_to_the_tavern|선술집으로 향하고
qstr_walking_home|집으로 가고
qstr_getting_some_{s18}_a|{s18} 바람을 쐬고
qstr_enjoying_the_{s18}_a|{s18} 상쾌한 공기를 즐기고
qstr_he|그
qstr_A{s12}_{s50}_was_{s3|{s12}, {s50}는 {s30} 있었습니다.
qstr_When_{s50}_was_{s30}|{s12} {s50}가 {s30} 있을 때였습니다.
qstr_A{s12}_when_{s50}_wa|{s12}, {s50}는 {s30} 있었습니다.
qstr_We_came_across_{s11}|{s11}이(가) {s30} 때, 우리가 지나는데, 그가 우리에게 {s9}에 대해서 얘기했습니다.
qstr_Aye_{s13}_we_encount|{s13} {s9}에 대해 얘기해준 {s11}와(과) 마주쳤습니다.
qstr_Yes_{s13}_we_encount|{s13} {s30} {s11}와 마주쳤습니다. 우리는 그가 {s9}를 전달하면서 짧은 논의를 했습니다.
qstr_Hmm_{s13}_we_came_up|{s13}, {s30} {s11}을(를) 발견했습니다. 우호의 일환으로, 그는 {s9}에 대해 말해줬습니다.
qstr_Well_{s13}_we_met_{s|{s13} {s30} {s11}을(를) 만났었습니다. 그는 {s9}를 나에게 말했습니다.
qstr_{s4}_{s34}|{s4} {s34}
qstr_{s15}^{s10}|{s15}^{s10}
qstr_{s30}^{s3}|{s30}^{s3}
qstr_^^^Unfortunately_the|^^^아쉽게도, 새롭게 착용할 더 나은 장비가 없습니다.
qstr_{s2}_equipped_{s1}.|{s2}이(가) {s1}을(를) 착용합니다.
qstr_{s2}_{s1}|{s2}, {s1}
qstr_{s2}_and_{s1}|{s2} 그리고 {s1}
qstr_{s2}|{s2}
qstr_{reg0}_noble_recruit|{reg0} 귀족이 합류합니다 {reg1?({reg1} 플레이어 영지의 성지와 종교에 심취{reg2?, {reg2} 플레이어의 명성):)}:{reg2?({reg2} 플레이어 부대의 명성):}}
qstr_There_are_whispering|평민들 중에 귀족들이 당신의 군세에 끌린다고 소곤거리는 자들이 있습니다.
qstr_Your_Noldor_opponent|당신이 놀도르에게 접근하는 것을 꺼리는 자들이 대련을 준비하고 있습니다. 당신은 모든 {reg1}들을 패배시켜야 이 대련을 성공적으로 끝마칠 수 있습니다.
qstr_ranks|대형
qstr_shield_wall|방패벽 대형
qstr_wedge|쐐기 대형
qstr_square|사각 대형
qstr_up|위쪽
qstr_Infantry_forming_{s1|보병 대형형성 {s1}.
qstr_Not_enough_infantry_|{s1}대형을 위한 보병이 부족, 위치 고수!
qstr_Cavalry_forming_{s1}|기병 대형형성 {s1}.
qstr_Not_enough_cavalry_t|{s1}대형을 위한 기병이 부족, 위치 고수!
qstr_Archers_forming_{s1}|궁병 대형형성 {s1}.
qstr_Not_enough_archers_t|{s1}대형을 위한 궁병이 부족, 위치 고수!
qstr_Infantry_formation_d|보병대형 해제.
qstr_Cavalry_formation_di|기병대형 해제.
qstr_Archer_formation_dis|궁병대형 해제.
qstr_The_{s10}_in_{s2}_ha|{s2}의 장인에 의해 {s10}은(는) 완전히 수리되었습니다.
qstr_The_craftsmen_of_{s2|{s2}의 장인이 {s10}의 일부를 수리했습니다.
qstr_You_have_gained_{reg|당신은 {reg1}만큼의 {s1} 계급 포인트를 얻었습니다.
qstr_You_have_lost_{reg1}|당신은 {reg1}만큼의 {s1} 계급 포인트를 잃었습니다.
qstr_{s1}_{s2}_Knight|{s1} {s2} 기사
qstr_{s1}_{s2}_Knights|{s1} {s2} 기사들
qstr_{s1}_{s2}|{s1} {s2}
qstr_The_secrets_of_makin|{s2} 비밀 제조법들이 이제부터 기사단 지부에 공급됩니다.
qstr_{s1}|{s1}
qstr_{reg8}|{reg8}
qstr_You_ve_been_pimped_u|You've been pimped up!
qstr_{reg4}_killed_{reg5}|{reg4} 사망, {reg5} 부상
qstr_{s0}^{s1}:_{reg3}__{|{s0}^{s1} : {reg3} ({s2})
qstr_{s0}^{s1}_ally_:_{re|{s0}^{s1}(아군) : {reg3} ({s2})
qstr_{s0}^{s1}_enemy_:_{r|{s0}^{s1}(적군) : {reg3} ({s2})
qstr_not_enough_gold|not enough gold 
qstr_inventory_is_full|inventory is full 
qstr_{reg40}_denars_left|{reg40} 디나르 남음
qstr_Forming_ranks.|대형을 갖춰라.
qstr_Gained_{reg33}_XP|{reg33} 경험치 획득
qstr_You_ve_got_the_keys_|감옥의 열쇠를 얻었습니다.
qstr_You_have_escaped_fro|사서와의 싸움에서 도망쳤습니다. 다시 귀부인 유령과 대화를 하세요.
qstr_You_have_been_knocke|사서와의 싸움에서 기절했습니다. 다시 귀부인 유령과 대화를 하세요.
qstr_{s37}|{s37}
qstr_You_have_been_knocked|당신은 쓰러졌습니다!
qstr_You_were_defeated.|당신은 패배했습니다.
qstr_Rotate_with_the_mous|마우스로 카메라를 회전시키고, 키보드로 이동하십시오.
qstr_Shift/Control_for_Up|위/아래는 Shift/Control키로 조정하고, Space Bar로 가속 할 수 있습니다.
qstr_Numpad_Plus/Minus_to|Numpad +/-키로 민감도를 조정하며 전환할 수 있습니다.
