xstr_no_string|NO STRING!
str_comment_you_defeated_my_friend_enemy_spiteful|명성이란 생각보다 빨리 퍼지는 법이오, {playername}.^{s54}은(는) 당신의 계략에 빠진 듯 하군. 하지만 나와 싸워보면 난 계략에 쉽게 빠지지 않는다는 걸 알 수 있을거요.
str_comment_you_defeated_my_friend_enemy|{s54}이(가) 당신과의 전투에서 패배 했다더군,^그러나 나는 그들이 당신과의 전투에서 전력을 시험 했다고 생각하네.
str_comment_you_captured_a_lord_allied_friendly_spiteful|당신이 {s54}을(를) 포획했다고 들었습니다.^당신이 그에게서 돈을 탈탈 털어냈으면 좋겠군요.
str_comment_you_captured_a_lord_allied_unfriendly_spiteful|당신이 {s54}을(를) 포획했다고 들었소.^당신의 금고는 몸값으로 가득차겠군. 하지만 그 정도의 돈이 미천한 똥개를 귀족으로 탈바꿈시킬 수는 없소.
str_comment_you_captured_a_lord_allied_chivalrous|당신이 {s54}를 포획했다고 들었습니다.^잘 하셨습니다. 물론, 그가 당신한테서 귀족 신분에 마땅한 대접을 받았을 거라고 믿고 있습니다.
str_comment_you_captured_a_lord_allied|당신이 {s54}을(를) 포획했다고 들었습니다.^잘 하셨습니다. 분명 그는 몸값이 꽤나 나갈게 분명합니다.
str_comment_you_let_go_a_lord_allied_chivalrous|당신이 {s54}을(를) 포획했지만 풀어줬다고 들었소.^기사도를 실천하는건 우리의 대의명분을 확고히 해줄거요.
str_comment_you_let_go_a_lord_allied_upstanding|당신이 {s54}을(를) 포획했지만 풀어줬다고 들었소.^음, 명예로운 일이긴 했지만 위험한 행동일수도 있소.
str_comment_you_let_go_a_lord_allied_coldblooded|당신이 {s54}을(를) 포획했지만 풀어줬다고 들었소.^그를 풀어줌으로써 뛰어난 기사도를 보였지만, 기사도로 전쟁을 이길 수는 없소.
str_comment_you_let_go_a_lord_allied_unfriendly_spiteful|당신이 {s54}을(를) 포획했지만 풀어줬다고 들었소.^얼마나 영예로운 일인가! 분명 그가 남겨두고 떠났던 아이와 부인이 자네를 만나 감사를 표하고 싶어할거요.
str_comment_you_let_go_a_lord_allied|당신이 {s54}을(를) 포획했지만 풀어줬다고 들었소.^음, 당신이 잡은 포로를 어떻게 하라고 말할 수는 없지.
str_comment_you_let_me_go_spiteful|우리가 지난번에 만났을 때, 자네는 자비로써 나를 풀어주었네.^고양이가 쥐를 가지고 놀 듯이 자네가 날 가지고 놀았지만 즐거웠길 바라네.^왜냐면 곧 내가 자네를 잡아서 내 마음대로 잡아 죽이거나 굴욕을 줄테니까.
str_comment_you_let_me_go_enemy_chivalrous|우리가 지난 번에 만났을 때, 자네는 지비롭게 나를 풀어주었네.^그건 가장 기사도적인 일이였네. 난 그것을 잊지 않겠네. 하지만 신하로서 충성을 맹세한 이상 어쩔 수 없이 적이 되어야만 하는군...
str_comment_you_let_me_go_enemy_coldblooded|우리가 지난 번에 만났을 때, 자네는 지비롭게 나를 풀어주었네.^그러나 우린 여전히 적이고, 이는 어쩔 수가 없네. 이런 식으로 자비를 갚는다고 생각하지는 말아주게.
str_comment_you_let_me_go_enemy|우리가 지난 번에 만났을 때, 자네는 자비롭게 나를 풀어주었네.^그것은 자네의 관대함이였어. 그러나 우린 아직 전쟁중이네.
str_comment_you_let_me_go_default|우리가 지난 번에 만났을 때, 자네는 자비롭게 나를 풀어주었네.^자네의 관대함이였어. 그리고 우리 왕국 사이에 더 이상 전쟁이 없어서 기쁘네.
str_comment_pledged_allegiance_allied_martial_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^겁쟁이 같은 행동으로 우리에게 불명예를 안기지 않길 바라오.
str_comment_pledged_allegiance_allied_martial|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^당신이 우리의 적들과 잘 싸우는지 지켜볼 것이오.
str_comment_pledged_allegiance_allied_quarrelsome_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^젊은이여, 열정을 가지시오. 그리고 나와 같은 길을 갑시다.
str_comment_pledged_allegiance_allied_quarrelsome|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^내 적들에게 열심히 싸워주십시오, 스스로를 더 치켜세우고, 나와 엇갈리지 마시오, 그렇다면 우리 사이는 좀 더 좋아질 것이오.
str_comment_pledged_allegiance_allied_selfrighteous_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^내가 만약 군주였다면 난 당신과 같은 약탈이나 일삼는 무리를 신뢰하진 않았을 것이오.
str_comment_pledged_allegiance_allied_selfrighteous|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^용감히 싸우십시오 당신이 용감히 싸운다면 그만큼 잘 보상 받을 것이오. 우리를 배신한다면, 당신은 분명 절대 잊지못할 죄값을 받을 것이오!
str_comment_pledged_allegiance_allied_cunning_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^그의 결정을 긍정적으로 받아 들일 순 없겠군요, 그러나 이 결정은 우리에게 득이 될 것이고, 밀려있는 다른 중대한 결정을 할 수 있다는 것이오!
str_comment_pledged_allegiance_allied_cunning|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소. 잘 되었군요.^이런 어려운 상황에 잘 싸우는 전사가 있다면 많은 도움이 될 것이오. 당신이 어떻게 활약하는지 지켜보겠소.
str_comment_pledged_allegiance_allied_debauched_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^의심할 것도 없이 당신은 그를 배신할 것이오, 그리고 난 기쁘게도 배신자의 죽음을 맛보겠지.
str_comment_pledged_allegiance_allied_debauched|우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^훌륭해... 나와 당신은 곧 좋은 친구가 될 것 같은 확신이 드는군. 그러나 기억하시오. 만약 우리를 배신한다면, 그건 당신의 인생에서 가장 큰 오점을 남길 것이오.
str_comment_pledged_allegiance_allied_goodnatured_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^그렇지만, 난 당신을 신뢰할 수 없소, 당신의 악질적인 약탈과 살인 등의 행위 때문이오.
str_comment_pledged_allegiance_allied_goodnatured|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^잘했소, {reg63?경:부인}! 우리의 군주는 귀족적인 영혼과 형평성있는 보상을 해준다오. 뿐만 아니라 그는 친절하며 관대하기까지 한다오.
str_comment_pledged_allegiance_allied_upstanding_unfriendly|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^내 아군이여, 하지만 당신이 우리에게 불명예를 끼칠까봐 두렵소, 그러나 당신이 내 잘못된 점을 지적해준다면 감사하겠소.
str_comment_pledged_allegiance_allied_upstanding|당신이 우리들의 군주이신 {s54}에게 충성을 맹세했다고 들었소.^우리의 적과 싸울때 명예를 가지고 용감히 싸워주시게나. 명예로운 이름은 날카로운 칼이나 날렵한 말보다 더 가치 있는 것일세.
str_comment_our_king_granted_you_a_fief_allied_friendly_cruel|{s54}가 자네에게 {s51}의 영토를 하사했다 들었네.^그러나 이것만은 잊지말게. 평민들을 상처입히거나 채찍질하지 말게나!
str_comment_our_king_granted_you_a_fief_allied_friendly_cynical|{s54}이(가) 자네에게 {s51}의 영토를 하사했다 들었네.^자네가 번창하길 바라네, 그러나 조심하게. 남자는 흡혈귀같아서, 이웃을 탐하는 버릇이 있거든. 내게 가까이오게, 내가 자네를 주의깊게 돌봐주겠네.
str_comment_our_king_granted_you_a_fief_allied_friendly|{s54}이(가) 자네에게 {s51}의 영토를 하사했다 들었네.^자네의 이름은 멀리 퍼질걸세.
str_comment_our_king_granted_you_a_fief_allied_unfriendly_upstanding|{s54}이(가) 자네에게 {s51}의 영토를 하사했다 들었네.^그러나 자부심을 가져야, 타락하지 않을걸세
str_comment_our_king_granted_you_a_fief_allied_unfriendly_spiteful|{s54}이(가) 자네에게 {s51}의 영토를 하사했다 들었네.^그러나 한 번은 자네가 헤어나오지 못할 유혹에 휘말릴걸세.
str_comment_our_king_granted_you_a_fief_allied_spiteful|{s54}이(가) 자네에게 {s51}의 영토를 하사했다 들었네.^자, 자네가 우리 군주님을 영예롭게 만든 대가지.
str_comment_our_king_granted_you_a_fief_allied|{s54}이(가) 자네에게 {s51}의 영토를 하사했다 들었네.^자네 스스로에게도 아주 잘 되고 있는걸세.
str_comment_you_renounced_your_alliegance_enemy_friendly|자네가 우리 영주님에게 맹세를 저버렸다 들었네, {s54}.^이제 우리는 전장에서 만나야 할 걸세.
str_comment_you_renounced_your_alliegance_friendly|자네가 우리 영주님에게 맹세를 저버렸다 들었네.^그게 우리 사이에 불행한 일을 불러들이지 않았으면 좋겠군.
str_comment_you_renounced_your_alliegance_unfriendly_spiteful|난 언제나 당신이 {s54}을(를) 배신할거라 했었죠,^이제 보니 제가 맞았군요. 자, 이제 반역자로 죽을 준비나 하세요!
str_comment_you_renounced_your_alliegance_unfriendly_moralizing|난 당신이 {s54}에게 충성을 맹세했다고 들었네.^이제 당신을 반역자로 봐야겠군.
str_comment_you_renounced_your_alliegance_enemy|난 당신이 {s54}에게 충성을 맹세했다고 들었네.^그건 세상의 오랜 동료들을 적으로 돌리는 길이지.
str_comment_you_renounced_your_alliegance_default|난 당신이 {s54}에게 충성을 맹세했다고 들었네.^그건 당신의 결정이지만 전장에서 우리가 만날 때 쉽게 지나갈 수 있으리라 기대하지는 말게.
str_comment_you_claimed_the_throne_1_player_liege|내 정보원들이 왕국의 몇몇 사람들이 자네가 다음번 왕이라고 말하고 있다고 나에게 보고하더군. 나는 자네가 이런 무의미하고 위험한 이야기를 빠르게 중지시킬 수 있다고 생각하는데.
str_comment_you_claimed_the_throne_2_player_liege|내 정보원들이 자네 동료들이 소농들에게 자네가 왕좌를 요구할 권리가 있다고 말하며 다닌다고 나에게 보고하더군. 나는 자네의 명령 없이 그들이 함부로 행동하고 있기를 진심으로 바라네.
str_comment_lord_intervened_against_me|내가 {s54}와(과) 언쟁이 있었다는 건 잘 알려진 일이지, 그리고 {s50}은(는) 나의 라이벌을 지지한다고 결정했지.
str_comment_i_protested_marshall_appointment|내가 {s51}을(를) 총사령관으로 임명하는 {s54}의 결정에 반대했다는 것은 잘 알려진 일이지.
str_comment_i_blamed_defeat|It is wel내가 {s56}에 대항해 우리를 이끌고 패배한 {s51}에게 호의를 보이는 {s54}에게 불만스럽다는 것은 잘 알려진 일이지.
str_comment_i_was_entitled_to_fief|내가 나에게 주어질 {s51}의 영지를 받은 {s54}에게 실망했다는 것은 잘 알려진 일이지.
str_comment_i_quarreled_with_troop_over_woman|내가 {s54}에게 구혼하는 동안 {s51}이(가) 그녀에게 추파를 던졌다는 것은 잘 알려진 일이지. 그놈에게 그녀의 관심은 어울리지 않지, 그리고 나는 그놈에게 그녀와 거리를 유지하게 가르쳐 줄 작정이오.
str_comment_i_quarreled_with_you_over_woman_default|나는 당신이 {s54}에게 추파를 던지고 있다고 들었소. 나는 당신이 그녀와 같이 완벽한 숙녀에게 가치있는 존재라고 믿지 않으며, 또한 그녀를 포기하지 않으면 당신은 크게 낙담할 것이오.
str_comment_i_quarreled_with_you_over_woman_derisive|나는 당신이 {s54}에게 추파를 던지고 있다고 들었소. 당신에게 몇 마디 하겠소. 내가 청년이 되고, 그녀가 처녀가 되었을 때부터 내 눈은 항상 그녀에게 있었소. 그녀는 이 왕국에서 고귀한 혈통의 숙녀이며, 이방인의 미숙한 관심에 의해 신분을 떨어뜨리진 않을 것이오. 그녀에게서 거리를 유지하던지, 그렇지 않다면 그 댓가를 기대하시오!
str_comment_player_suggestion_succeeded|나는 당신의 제안을 따랐네, 당신의 충고로 많은 이익을 본 것 같군.
str_comment_player_suggestion_failed|나는 당신의 제안을 따랐지만, 예기치 못하게 재앙을 만났소. 나는 당신의 책임을 묻을 것이오.
str_comment_you_enfiefed_a_commoner_hesitant|난 당신이 {s54}(이)라는 이름을 가진 평민에게 {s51}을(를) 준 것을 이해하겠네. 그래도 조심하게. 통치의 기술을 배우는 것은 쉬운 일이 아니며, 아버지들이 그들 아들에게 물려주는 것이 최선일지도 모르네. 난 당신에게 군주의 법도를 어기지 말아줄 것을 충고하겠네.
str_comment_you_enfiefed_a_commoner_derisive|난 당신이 {s54}(이)라는 이름을 가진 평민에게 {s51}을(를) 준 것을 이해하겠네. 옛 사람들이 우리에게 왕족의 예복을 돼지 가죽 위에 벗어두지 말라고 경고한 것 같은데 말이지.
str_comment_you_enfiefed_a_commoner_nasty|난 당신이 {s54}(이)라는 이름을 가진 평민에게 {s51}을(를) 준 것을 이해하겠네. 조심하지 그래! 개가 역으로 주인을 마음대로 부릴 수도 있겠군.
str_comment_marriage_normal_family|자내가 내 {s11}인 {s50}와(과) 결혼한 것 정말 축하하네. 당신은 이제 우리가 가족이라고 생각해야 될거야..
str_comment_marriage_normal|{s50}와(과) 결혼한 것 정말 축하하네. 이 소식은 당신 부부에게 신용을 주는군.
str_comment_marriage_normal_nasty|글세 -- 당신이 {s50}와(과) 결혼했다는 것을 들었지. 그녀는 언제나 바보같은 선택을 하는군.. 조만간 어리석음에 대한 대가를 치룰걸세.
str_comment_marriage_elopement_family|글세 당신이 어떻게 내 {s11} {s50}을(를) 꼬셔서 결혼했는지는 모르겠지만, 우리 가문은 이 망신을 잊지 않을걸세. 
