str_no_string|NO STRING!
str_npc_ediz_kingsupport_3|Captain, I have a certain standing amongst my people. I did not mention it before, but my father is a powerful headman. I might persuade him to back your cause.
str_npc_sara_kingsupport_3|Then give me leave for a few weeks, my gallant friend, and I will spin such a tales of you as will inspire the dullest lord! The encomiums I bestow upon your virtues, compassion, generosity, and indignation at the state of Pendor will win their hearts. Ahem, I may need to take a certain amount of poetic license with the details, you understand.
str_npc_donavan_kingsupport_3|Give me leave for a few weeks, {reg63?sir:madam}, and I will let all the worthy men of this land know that you are the one to unite not just Pendor, but all the other Pendorian dominions. For according to my thinking, no one should be {reg63?king:king or queen} here unless they have the capacity to rule the entirety of the realm -- and you alone have demonstrated such a capacity, {reg63?sir:madame}.
str_npc_diev_kingsupport_3|Allow me a couple of weeks leave, Captain. I'll stop and shoot a deer or boar in the lord's preserve on my way to Rane, host a fine dinner in the back alleys, and make sure the word gets out that you are the {reg63?king:queen} who should rule Pendor! I'll drop a few hints in the merchants' ears while I'm at it, too, and that way, word will spread everywhere a Rane caravan can travel.
str_npc_alyssa_kingsupport_3|I do not know if I can guarantee ssuport amongsst the Cult, but I will try to convince ssome of my friends if I may take ssome leave.
str_npc_roland_kingsupport_3|Though I hail from Barclay, I know a number of the knights and lords of Pendor. It would take me a few weeks to contact them all, but I feel sure that with Astraea's guidance, I can persuade them to join our cause.
str_npc_kaverra_kingsupport_3|Say, Captain, I might be able to give you some help with the fishing villages and the merchants. My old master is well-respected and he has a lot of friends, and of course, I know all the villagers in Jayek. Could you do without me for few weeks? I could maybe drum up some support for you.
str_npc_sigismund_kingsupport_3|You might remember, Captain, that I got around a lot when I had my militia, and the farmers in the Fierdsvain regarded us right highly. If I took a few weeks to visit the villages I used to protect, I know that when the farmers heard your plans, they'd back you!
str_npc_boadice_kingsupport_3|Grant me some time with the Daughters of Persinoe, and I will see what support I can raise for you.
str_npc_adonja_kingsupport_objection|Chief, you actually sent that drunken sot, Sigismund, off to raise support for your cause amongst farmers?! He will raise nothing but another pint, if left to his own devices. Next time we ride through a village he's visited, we'll be lucky if they don't come after us with torches and pitchforks!
str_npc_leslie_kingsupport_objection|{reg63?Sir:Madam} Captain, I think it was a mistake to allow a sadistic martinet like Donavan to speak for you. Half Pendor knows of his ways of training, I'd wager, and you don't want people thinking you are like him!
str_npc_ansen_kingsupport_objection|My {reg63?lord:lady} you have made a serious error in sending Boadice on any sort of mission which requires diplomacy! What person of sense will listen to a haughty ex-queen who despises men? She will harm, not aid, your cause.
str_npc_riva_kingsupport_objection|Captain, I could scarce believe my ears when I heard you had sent that murdering bitch Julia off to muster support for you in the Empire. She'll be lucky if the Legionnaires don't hang her from the gates of Janos. Certainly, no one will pay her any mind when she praises you!
str_npc_kassim_kingsupport_objection|{reg63?Bahadur:Bibi} {playername}, I overheard what you told Kaverra. Do you really think an ignorant peasant wench with a reputation for gelding her enemies is a suitable envoy for such an important mission? Amongst my people, she would be killed instantly.
str_npc_lethaldiran_kingsupport_objection|Captain, I hear you've packed Ediz off to muster support for you amongst his people. Why do you even want Singalian support? They are naught but worthless slavers and mercenaries.
str_npc_jocelyn_kingsupport_objection|Captain, you actually asked Diev, of all people, to aid you in gaining Ravenstern support? What possible mind will any law-abiding people pay to a cowardly poacher? You will harm your cause, not aid it, by sending such an envoy.
str_npc_alistair_kingsupport_objection|Captain, I can only surmise that you have taken leave of your senses. No knight cares to be preached at by a moralizing moron as to the rightness of a rebel to rule. Sir Roland may possibly bore a few knights into token agreement, if you are lucky, assuming he gets past preaching first of Astrea and then remembering to mention your name as a possible ruler.
str_npc_rayne_kingsupport_objection|Captain, to allow a doddering braggart from an enemy country the freedom to plot with his cohorts against Pendor is madness. You will rue the day you let that Mettenwiener speak for you, I'll warrant.
str_npc_julia_kingsupport_objection|Centurion, you cannot have really believed that a jumped-up bandit's whore like Riva could sway the opinions of Larian nobility on your behalf. The first moment she gulps her wine and wipes her lips on her sleeve, or worse, blows her nose on it, they will know her for the parvenu she is! If you wished support amongst the bandits, she might have done some good... 
str_npc_frederick_kingsupport_objection|So, you sent that pretentious young ass, Sir Rayne, off to preach your virtues as potential {reg63?king:queen} of Pendor, did you? Hmmph, you are a bit naive, aren't you? Not, mind you, that I miss the sound of his voice in the troop.
str_npc_ediz_kingsupport_objection|Send an assassin on an errand and you assassinate your cause, Captain, which is exactly what you've done. He'll no doubt adroitly arrange things so it seems you have Noldor support, until he's ready to spring his real plan on you!
str_npc_sara_kingsupport_objection|O Valiant One, you have made a grave mistake today. Who on earth would pay attention to anything a Serpent Priestess has to say? She's likely setting you up for sacrifice, not the throne.
str_npc_donavan_kingsupport_objection|Captain, your tactical instincts are normally excellent, but sending that whining apology for a merchant and soldier to speak to her fellow money grubbers is idiotic. You gain nothing when you deploy an unworthy representative to plead your cause.
str_npc_diev_kingsupport_objection|Could you not have found a more suitable messenger than a runaway from an evil Order? Why would you wish support from his cohorts?
str_npc_alyssa_kingsupport_objection|Ssending a sslut like Ssara to sspread word of your valor and fitness to rule is inssane! She'll sspread nothing but her legss, and perhapss whisspher a word in your favor in the ear of ssome poor ssod of a lordling when she's exhausted his passion.
str_npc_roland_kingsupport_objection|My good {reg63?Sir:Madam} Captain, I am utterly appalled that you would employ a sinful and murderous dilettante like Sir Alistair as your ambassador. That will count heavily against you, I fear!
str_npc_kaverra_kingsupport_objection|I gotta tell you, Captain, sending that tribal pig Kassim to win support for your cause amongst his heathen kin is a big mistake. You know how they are - they will play every possible side against the middle and likely betray everybody they make a deal with! What do you want with D'Shar support anyhow? They'll never accept you as their Bahadur Khan!
