str_no_string|STRING 없습니다!
str_npc_sara_payment|공식적으로 귀하와 합류하기 전에 여기 머무는 동안 발생한 비용의 작은 문제가 있습니다-{reg3} 디나르. 우정의 몸짓으로 저의 청구서를 커버 해 주시겠습니까?
str_npc_donavan_payment|아, 마지막 것. 귀하의 명령에 참여하기 전에 초기 {reg3} 디나르가 필요합니다. 선불을받지 않고는 누군가의 서비스에 들어 가지 않습니다.
str_npc_diev_payment|사령관, 여기서 청구서를 지불 하시겠습니까? 내가 사냥 한 것은 {reg3} 디나르뿐입니다.
str_npc_alyssa_payment|{playername}, 난 당신이 enregstment 상여금에 대해 나에게 {reg3} 디나르를 지불하는 것을 강력히 주장합니다. 당신의 부대로 떠나기 전에 나는 약간의 빚을 지불해야합니다.
str_npc_roland_payment|{reg63? Sir : Madam} 선장님, 제가 가입하기 전에 {reg3}의 서명 지불을 요청해야합니다. 내 말과 장비에 대한 주문으로 결제를 보내 더 이상 도난을 당하지 않을 수 있습니다.
str_npc_kaverra_payment|선장님, 저의 임금에 대해 {reg3}을 진행 하시겠습니까? 나는 시장에 제품을 얻지 못해서 손실을 감당할 수 없기 때문에 그의 제품에 대해 내 오래된 주인에게 돈을 지불하고 싶습니다.
str_npc_sigismund_payment|사령관, {reg3}의 서명 현상금을 지불 할 수 있습니까? 나는 선술집에서 약간의 계산을 실행했습니다.
str_npc_boadice_payment|즉시 금이 필요하므로 {reg3} 디나르의 금액을 지불 해달라고 요청해야합니다.
str_npc_adonja_payment_response|{reg3} 디나르가 있습니다. 그리고 'Chief'가 아니라 'Captain', dammit이라고 부르십시오. 저는 피의 침입자 치프틴이 아닙니다!
str_npc_leslie_payment_response|.
str_npc_ansen_payment_response|.
str_npc_riva_payment_response|확실히. {reg3} 디나르가 있습니다.
str_npc_kassim_payment_response|그럼 ... {reg3} 디나르가 있습니다. 첫 지불.
str_npc_lethaldiran_payment_response|여기 {reg3} 디나르가 있으며 그만한 가치가 있습니다!
str_npc_jocelyn_payment_response|물론, 각하 내 말에 대해서도 같은 생각이 듭니다. {reg3} 디나르가 있습니다.
str_npc_alistair_payment_response|젠장, 당신은 자신을 높이 평가합니다! 좋습니다. {reg3} 디나르에 동의합니다.
str_npc_rayne_payment_response|여기 {reg3} 디나르가 있습니다.
str_npc_julia_payment_response|물론이야. {reg3} 디나르입니다.
str_npc_frederick_payment_response|좋아,하지만 당신은 당신이 말하는 것처럼 모든 훌륭한 군인이 될 것입니다!
str_npc_ediz_payment_response|좋습니다, 여기 {reg3} 디나르입니다.
str_npc_sara_payment_response|물론 {reg3} 디나르가 있습니다. 곧 떠날 준비를하십시오.
str_npc_donavan_payment_response|자, 여기 {reg3} 디나르가 있습니다. 당신은 회사에 가장 환영합니다.
str_npc_diev_payment_response|아주 잘, 나는 그것을 지불 할 것이다, 그러나 당신은 투자 가치가 가장 좋을 것이다.
str_npc_alyssa_payment_response|잘 들어, 여기에 등록 가격으로 {reg3} 디나르가 있습니다.
str_npc_roland_payment_response|아휴! 음, 나는 성기사가 싸게 오지 않는다고 생각합니다. 다음은 주문에 대한 {reg3}입니다.
str_npc_kaverra_payment_response|확실히. 다음은 {reg3}의 발전입니다.
str_npc_sigismund_payment_response|바 청구서 만이 아니라고 말씀해주세요! 여관 주인에게 {reg3}을 지불하겠습니다.
str_npc_boadice_payment_response|그 가격으로 여왕을 고용하는 것이 충분하다고 생각합니다. 귀하의 {reg3} 디나르.
str_npc_adonja_morality_speech|대장님, 우리가 {s21} 일 때, 이것은 씨족, 부대, 사기에 좋지 않으며 저는 그것을 좋아하지 않습니다.
str_npc_leslie_morality_speech|{reg63? Sir : Madam}, 내 말이 마음에 들지 않기를 바랍니다. 그러나 {s21} 일 때 나는 그것을 싫어합니다. 어쩌면 좀 더 힘들어 야하는데 가끔씩 조금 자비를 보일 수 있다면 더 잘 수있을 것입니다. 나는 우리가 자투에 빠져 자 투하는 자투처럼되기를 원하지 않습니다.
str_npc_ansen_morality_speech|어쩌면 나는 {reg63? Lord : Lady}라고 말할 줄 알지 못했지만, 나는 우리가 {s21}에 충격을 받았다고 고백합니다. 나는 전쟁이 잔인하다는 것을 알고 있지만, 우리는 그 전쟁을 더욱 사악하게 만들 필요는 없다.
str_npc_riva_morality_speech|귀하의 정보에 대한 귀하의 용서 {reg63? Sir : Madam}는 내 집의 정보를 {s21}하지 않습니다. 앞으로 비슷한 과정을 밟으면 기뻐하지 않을 것입니다.
str_npc_kassim_morality_speech|{reg63? Bahadur : Bibi}를 들으십시오. {s21}에게는 좋지 않습니다. 당신의 첫 번째 임무는 소금을 먹은 사람들에게 있습니다. 그들이 기대할 수있는 최소한은 음식, 지불, 약탈의 기회, 그리고 불필요하게 그들의 삶을 낭비하지 않을 것입니다.
str_npc_lethaldiran_morality_speech|함장님, 우리는 Noldor를 {s21}하지 않습니다. 나는 다음에 전장에 대해 더 교활하고 덜 번거로운 것을 제안합니다 ...
str_npc_jocelyn_morality_speech|{reg63? 선생님 : 부인} 캡틴, 당신은 마귀에게 무엇을하고 있습니까? {s21}을 어떻게 관리 했습니까?
str_npc_alistair_morality_speech|글쎄, 난 당신이 {s21}에 놀랐습니다! 모든 부대의 명예가 당신의 행동에 의해 굴복되었다는 사실은 말할 것도 없습니다.
str_npc_rayne_morality_speech|나의 좋은 {reg63? Sir : Lady}, 나는 우리가 {s21}의 방식을 용납 할 수 없다 나의 질서 기사단은 유쾌하게 죽음을 받아들이지 만 결코 불명예를 느끼지 않습니다. 내가 당신을 섬기는 것을 부끄러워하지 마십시오.
str_npc_julia_morality_speech|용서 해달라고 부탁해 {reg63? Lord : Madam} 함장. {s21} 우리를 만나서 기쁘다 고 말할 수 없습니다. 그것들은 단순한 사람들이며 생계를 유지하려고합니다. 우리가 가난한 비참한 일을 더 쉽게 할 수 있다면, 선장님, 기분이 훨씬 나아질 것입니다.
str_npc_frederick_morality_speech|Mijn Commandant, 우리가 {s21} 때와 같은 비군사적 행동에 항의해야합니다! 나는 당신의 행동에 만족하지 않습니다.
str_npc_ediz_morality_speech|나는 그런 비겁한 행동을 다시는 용납하지 않을 것입니다.
str_npc_sara_morality_speech|캡틴, 피할 수 있다면 {s21}을 선호하지 않습니다. 펜 도르는 작은 곳이며 저의 명성은 소중합니다. 내 경쟁자 중 한 명이이 불행한 사건을 풍자적 인 노래로 바꾼다면 나는 망할 것이다.
str_npc_donavan_morality_speech|다시는 {s21}하지 않습니다. 그러한 행동으로 명성을 얻은 사람은 누구도 올바르게 두려워하거나 존경 할 수 없습니다.
str_npc_diev_morality_speech|젠장, 사령관, 나는 밀렵꾼 이었을지 모르지만, 내 인생에서 결코 {s21}이 될 수 없었습니다.
str_npc_alyssa_morality_speech|왜 {s21}을 했습니까? 당신의 행동은 수치 스럽습니다! 이 부대의 일원이 된 것이 부끄럽습니다.
str_npc_roland_morality_speech|실례합니다, 제 {reg63? Sir : Madam} 선장님. 나는 당신과 힘을 합쳐서 {s21}이 아닌 불법과 불의에 맞서 싸웠습니다! 나는 그런 행동에 다시 참여하기를 거부합니다.
str_npc_kaverra_morality_speech|선장! {s21}에 관심이 없으며 지금 당장 알아야합니다! 그것은 당신이 그런 일을하는 것을 좋아하지 않으며 나는 다시는 그렇게하지 않기를 바랍니다!
str_npc_sigismund_morality_speech|사령관 님, 우리 군대를 {s21}에 명령하기 위해 대체 무슨 생각을하십니까? 그것은 절대적으로 수치 스럽습니다!
str_npc_boadice_morality_speech|당신은 캡틴 {s21}을 (를) 관리했으며 가장 실망했습니다.
str_npc_adonja_2ary_morality_speech|이봐 요, 대장님, 우리가 {s21}해야한다고 부끄럽습니다. 이러한 행동은 군대에 심하게 반영됩니다.
str_npc_leslie_2ary_morality_speech|{reg63? 선생님 : 부인}, 우리가 {s21}을해야한다고 생각하지 않습니다. 나는 상인이고 우리의 말은 우리의 유대입니다. 나는 부정직에 대한 평판을 원하지 않습니다. 그것은 상인에게 치명적입니다.
str_npc_ansen_2ary_morality_speech|내 {reg63? Lord : Lady}, 귀하의 결정으로 인해 우리를 {s21}에 불명예스럽게 생각합니다. 그러한 행동은 나와 잘 어울리지 않습니다.
str_npc_riva_2ary_morality_speech|당신의 용서, 나는 당신이 그것을 이끌어 냈음에도 불구하고 당신 {s21}을 승인하지 않습니다.
str_npc_kassim_2ary_morality_speech|{reg21? Bahadur : Bibi} 당신이 {s21}에 우리를 주문할 때, 그것은 D' Shar로서의 나의 영광을 감동시킵니다. 나는 불쾌하다.
str_npc_lethaldiran_2ary_morality_speech|함장님, 우리가 {s21}을 상관하지 않습니다. 그들은 반 기회를 주면 우리에게도 똑같이 할 것입니다.
str_npc_jocelyn_2ary_morality_speech|나는 겁쟁이가 아닌 기사이며, 당신 부대의 일부가 가장 확실하기 때문에, 당신이 {s21} 사실에 근거하여, 당신은 자신과 멀지 않습니다!
str_npc_alistair_2ary_morality_speech|그런 미약 한 지혜를 {s21}까지 잃어 버렸습니까? 정말, 당신은 때때로 나를 놀라게합니다.
str_npc_rayne_2ary_morality_speech|나의 좋은 {reg63? Sir : Lady}, 당신이 {s21}에 대해 놀랐습니다. {reg63? gentleman : lady}는 항상 가장 높은 표준을 준수해야합니다.
str_npc_julia_2ary_morality_speech|{reg63? Lord : Madam} 캡틴, 당신이 {s21}을 (를) 관리 한 사실이 싫습니다. 당신이 당신의 남자를 잘 대하면 관심을 가지고 상환 할 것입니다.
str_npc_frederick_2ary_morality_speech|약간의 인내와 몇 가지 더 나은 전술이 승리했을 때 당신 {s21}. 나는 혐오 스럽다.
str_npc_ediz_2ary_morality_speech|{s21}의 주장이 그림자에서 죽이는 것보다 나쁩니다! 나는 명예를 회복하기 위해 펜 도르에 왔습니다.
str_npc_sara_2ary_morality_speech|O 용기있는 사람, 당신은 {s21} 때 실망합니다! 그런 행동에 대해 발라드를 쓰는 것이 부끄러운 일입니다!
str_npc_donavan_2ary_morality_speech|지휘관 님, {s21}이 되리라고는 거의 기대하지 않았으며, 당신이 한 일에 만족한다고 말할 수는 없습니다.
str_npc_diev_2ary_morality_speech|그래서 당신은 {s21}이 최선의 행동 코스라고 결정했습니다. 나는 당신에게 동의한다고 말할 수 없습니다.
str_npc_alyssa_2ary_morality_speech|Sserpent Cult에서 {s21}을 (를) 선택하는 사람은 Azi Dahaka에 대한 희생으로도 무가치 한 것으로 간주됩니다.
str_npc_roland_2ary_morality_speech|{s21}이 (가) 나를 슬프게 할 것입니다. 나는 당신을 더 잘 생각했다.
str_npc_kaverra_2ary_moralilty_speech|나는 내가 여자를 키우지 않았다는 것을 알고 있지만, 잘못에서 바로 알고 있습니다. 나는 {s21}이 아니고 당신도해서는 안됩니다.
str_npc_sigismund_2ary_morality_speech|괜찮은 지휘관은 없습니다 {s21}! 이번에는 나에게 크게 실망했다.
str_npc_boadice_2ary_morality_speech|베카 비안 사령관은 그런 행동을하기 전에 칼에 쓰러 질 것입니다. 그녀는 결코 {s21}하지 않을 것입니다. 당신은 선장의 이름에 대한 수치입니다!
str_npc_adonja_personalityclash_speech|선장, 선장님, 저는 {s11}이 끊임없이 '레이더가 nch 거린다'라고 말하며 주변에있을 때 지갑을 확인하는 것을 보여줍니다.
str_npc_leslie_personalityclash_speech|{reg63? Sir : Madam}, {s11}은 강아지를 고문하고 여가 시간에 파리에서 날개를 떼는 가학적인 작은 변태입니다. 나는 당신이 그를 제거하기를 바랍니다.
str_npc_ansen_personalityclash_speech|함장 {s11}은 저에게 선심과 무례한 행동을하며, 그녀가 나를 '젊은 안센'과 '바보'라고 부른다는 사실에 항의해야합니다.
str_npc_riva_personalityclash_speech|{reg63? Sir : Madam}, 내 혈통이 비난을 받고, 내 집은 펜 도르에서 가장 오래되고 존경받는 곳 중 하나입니다. 그러나 {s11}은 공개적으로 무례 함을 보여 주며 내 배경에 의문을 제기합니다.
str_npc_kassim_personalityclash_speech|원한다면 {reg63? Bahadur : Bibi}의 시간입니다. {s11}은 저를 자주 산적이라고 부릅니다. 나는 때때로 가족의 땅을 지나가는 이상한 캐러밴을 습격했기 때문입니다. 그녀는 내가 캐러밴을 습격하려했으면 좋겠다고 말했다. 이것은 D' Shar로서의 명예에 대한 위반입니다.
str_npc_lethaldiran_personalityclash_speech|캡틴,이 부대에서 미친 부족 야만인 {s11}을 정말로 원하십니까? 인간의 경우에도 그는 매우 미친 것 같습니다. 그는 어쨌든 살해되고 싶어하는 것 같습니다. 나는 그의 자살에 동참 할 마음이 없습니다!
str_npc_jocelyn_personalityclash_speech|{reg63? Sir : Madam} 캡틴, 당신이 밀렵꾼과 개골창 모집을 통해 당신의 계급을 늘리려 고한다는 것을 알고 있었을 지 모르겠습니다. {s11}은 의심 할 여지없이 모든 수하물을 빼내고 사라집니다.
str_npc_alistair_personalityclash_speech|고맙습니다, 함장님, 당신은 {s11}이 아스트라에 아의 주제에 충돌하는 것을 발견하지 않습니까? 나는 또한 그의 질서에 의한 쇠퇴와 나의 죄악에 대해 그의 신음에 상당히 지쳤다. 그는 완전히 잘못 안내되고 구멍이 있습니다.
