qstr_Next_Page|다음 페이지
qstr__Not_that_I_indulge_|그런 소문을 피우는 내 {reg63? Lord : Lady}에 빠진 것은 아니지만 무언가를 들었습니다.
qstr__{s10}__I_was_told{s9}|{s10} 내가 당신을 생각하게한다고 들었습니다 {s9}.
qstr__{s10}__Yes{s9}_was_|{s10} 그렇습니다. {s9}는 저에게 그 사실을 기억하게했습니다.
qstr__{s10}__I_overheard{|{s10} 나는 들었다 {s9}. 그리고 그것을 기록 할만큼 운이 좋았다.
qstr__{s10}__I_was_inform|{s10} 귀하의 관심을 끌 수있는 정보를 받았습니다 {s9}.
qstr__{s2}_Usually_I_am_t|{s2} 일반적으로 나는 그러한 가십에주의를 기울 이기에는 너무 바쁩니다.
qstr__{s2}_I_hope_that_yo|{s2}이 정보가 도움이되기를 바랍니다.
qstr__{s2}_I_do_hope_that|{s2} 이것이 귀하에게 도움이 되길 바랍니다.
qstr__{s2}_Makes_me_wonder|{s2}이 벽 밖에 어떤 위험이 숨겨져 있는지 궁금합니다.
qstr__{s2}_I_have_gained_|{s2} 나는 당신이 직면 한 위험에 대해 새로운 인식을 얻었습니다.
qstr__{s2}_It_is_my_duty_|{s2} {reg63? Lord : Lady}, 당신을 섬기는 것은 저의 의무이자 영광입니다. 나는 이것이 당신이 찾고있는 일종의 정보이기를 바랍니다.
qstr__{s2}_By_the_way_my_|{s2} 그런데 내 {reg63? Lord : Lady}, 여행에 조심하세요.
qstr__{s2}_The_castle_is_|{s2} 성은 {reg63? Lord : Lady} 활동으로 활기차고 일반적으로 이런 유형의 정보 수집에 시간을 할애 할 수 없습니다.
qstr__{s2}_Even_I_found_t|{s2} 내 관심사 인 {reg63? Lord : Lady}도 찾았습니다.
qstr_{s2}_It_s_regarding_|{s2} {s14}에 관한 것입니다. {s4}
qstr_{s2}_{s4}_about_{s14|{s14}에 대한 {s2} {s4}.
qstr_{s2}_{s4}_regarding_|{s14}에 관한 {s2} {s4}.
qstr_{s2}_{s4}_concerning|{s14}에 관한 {s2} {s4}.
qstr_{s2}_My_informant_{s|{s2} 정보원 {s11}이 (가) {s14}에 대해 {s9}에게 나에게 말했습니다.
qstr_{s2}_It_s_{s9}_from_|{s2} {s14}에 대한 {s11}의 {s9}입니다.
qstr_{s3}_{s4}_{s34}|{s3} {s4} {s34}
qstr_a_story|이야기
qstr_a_tale|꼬리
qstr_a_rumor|소문
qstr_a_piece_of_gossip|험담
qstr_an_intriguing_story|흥미로운 이야기
qstr_a_piece_of_informati|정보
qstr_a_fascinating_tale|매혹적인 이야기
qstr_a_yarn|원사
qstr_an_interesting_story|재미있는 이야기
qstr_an_interesting_rumor|흥미로운 소문
qstr_a_sordid_tale|이상한 이야기
qstr_{s50}|{s50}
qstr_a_nameless_acquainta|이름없는 지인
qstr_conducting_business_|논의하지 않을 사업 수행
qstr_waiting_to_meet_some|누군가를 만나기 위해 기다리고
qstr_waiting_for_someone|누군가를 기다리는 중
qstr_someone_who_shall_no|지명되지 않은 사람,
qstr_hurrying_to_meet_som|중요한 사람을 만나기 위해 서두르다
qstr_was_collecting_somet|그에게 빚진 것을 수집하고 있었다
qstr_avoiding_the_militia|민병대 순찰을 피하다
qstr_a_person_best_not_na|이름이없는 사람
qstr_hurrying_to_meet_a_f|친구를 만나기 위해 서두르다
qstr_waiting_to_meet_an_a|동료를 만나기 위해 기다리고
qstr_hiding_to_avoid_bein|따르지 않기 위해 숨어
qstr_a_person_who_is_best|그림자가 가장 좋은 사람
qstr_waiting_to_receive_a|언더 링으로부터 보고서를 받기 위해 기다리는 중
qstr_on_the_way_to_meet_a|동료를 만나는 길에
qstr_waiting_to_meet_one_|그의 남자 중 하나를 만나기를 기다리고
qstr_an_acquaintance|지인
qstr_minding_his_own_busi|자신의 사업을 생각
qstr_not_paying_much_atte|많은 관심을 기울이지 않음
qstr_an_acquaintance_name|{s12}라는 지인
qstr_doing_some_chores|집안일을
qstr_going_to_meet_someon|누군가를 만날거야
qstr_{s12}_an_acquaintanc|내 친구 인 {s12}
qstr_a_mercenary_calling_|자신을 {s12}라고 부르는 용병
qstr_waiting_for_his_capt|그의 선장을 기다리고
qstr_looking_for_some_ent|엔터테인먼트를 찾고
qstr_looking_for_his_swor|그의 검 동료를 찾고
qstr_heading_to_town_to_s|일자리를 찾아 마을로 향하다
qstr_on_a_scouting_missio|선장의 정찰 임무에서
qstr_looking_for_his_capt|그의 선장을 찾고
qstr_a_strange_traveler|이상한 여행자
qstr_looking_for_somewher|먹을 곳을 찾고
qstr_wandering_the_town|마을을 방황하다
qstr_resting_on_the_side_|길가에 휴식
qstr_cooking_some_hens_ov|작은 모닥불 위에 암탉 요리하기
qstr_walking_along_the_ro|길을 따라 걷기
qstr_a_traveler_named_{s1|{s12}라는 여행자,
qstr_looking_for_somethin|먹을 것을 찾고
qstr_exploring|탐험
qstr_making_camp_along_th|길가를 따라 캠프 만들기
qstr_breaking_camp|캠프 중단
qstr_walking_with_a_group|난민 집단과 함께 걷기
qstr_a_refugee|난민
qstr_looking_for_shelter|대피소를 찾고
qstr_heading_to_the_next_|다음 마을로
qstr_a_young_hunter_named|이름이 {s12} 인 젊은 사냥꾼
qstr_waiting_for_another_|다른 사냥꾼을 기다리는 중
qstr_preparing_to_go_on_a|사냥 여행을 준비
qstr_heading_out_of_the_t|마을 밖으로 향하고
qstr_looking_for_game|게임을 찾고
qstr_a_traveling_merchant|여행하는 상인
qstr_waiting_for_his_appr|그의 견습생을 기다리고
qstr_moving_inventory_ont|그의 마차에 재고를 이동
qstr_looking_for_his_cara|그의 캐러밴 경비원을 찾고
qstr_heading_to_town_to_se|물건을 팔기 위해 마을로 향하다
qstr_riding_along_the_roa|도로를 따라 타기
qstr_a_merchant_named_{s1|{s12}라는 판매자
qstr_looking_for_his_appr|그의 견습생을 찾고
qstr_meeting_a_money_lend|돈 대출을 만나다
qstr_waiting_for_a_custom|고객을 기다리는 중
qstr_making_camp|캠프 만들기
qstr_a_wandering_Knight_o|방황하는 새벽 기사
qstr_looking_for_his_squi|그의 squire를 찾고
qstr_tending_to_his_horse|그의 말을 돌보는
qstr_patrolling_the_stree|거리를 순찰
qstr_helping_some_refugee|난민 지원
qstr_patrolling_the_road|도로 순찰
qstr_an_adventurer_callin|자신을 {s12}라고 부르는 모험가
qstr_looking_for_his_frie|그의 친구를 찾고
qstr_resting_under_a_tree|도로와 함께 나무 아래에서 휴식
qstr_an_abbot_called_{s12|{s12}라는 대 수도원
qstr_rushing_to_the_aid_o|아픈 친구의 도움으로 돌진
qstr_helping_refugees|난민 돕기
qstr_strolling_the_street|거리를 산책
qstr_on_a_pilgrimage|순례에
qstr_a_member_of_the_loca|지역 민병대 원
qstr_on_patrol|순찰 중
qstr_patrolling_the_town|마을 순찰
qstr_investigating_suspic|의심스러운 활동 조사
qstr_a_local_militiaman|지방 민병대
qstr_hunting_for_his_lord|그의 주를 위해 사냥
qstr_a_soldier_from_the_c|성에서 군인,
qstr_on_guard_duty|감시 의무
qstr_a_soldier_who_would_|그의 이름을 밝히지 않는 군인
qstr_scouting_the_area|스카우트 지역
qstr_a_young_noble_lad|어린 귀족 젊은이
qstr_looking_for_a_friend|친구를 찾고
qstr_on_important_busines|중요한 사업에
qstr_meeting_someone|누군가 만나기
qstr_hunting_a_stag|사슴 사냥
qstr_traveling_to_his_fat|그의 아버지의 재산으로 여행하다
qstr_a_caravan_guard|캐러밴 가드
qstr_looking_for_his_mate|그의 동료를 찾고
qstr_waiting_to_meet_his_|그의 다음 계약을 기다리고
qstr_checking_the_horses|말을 확인
qstr_scouting_ahead_of_hi|그의 캐러밴보다 앞서 정찰
qstr_catching_up_to_the_c|캐러밴을 따라 잡기
qstr_escorting_a_caravan|캐러밴을 호위하다
qstr_a_bounty_hunter|현상금 사냥꾼
qstr_following_up_on_a_le|리드에 후속
qstr_waiting_to_meet_an_i|정보원을 만나기 위해 기다리고
qstr_on_the_trail_of_a_no|악명 높은 무법자의 길에
qstr_asking_if_we_had_see|이 지역에서 도적을 본 적이 있는지 묻습니다
qstr_a_Mercenary_Sellswor|용병 판매
qstr_waiting_for_his_serg|그의 상사를 기다리고
qstr_on_his_way_to_town|마을로가는 길에
qstr_asking_if_we_knew_wh|그가 어디에서 일자리를 찾을 수 있는지 알고
qstr_a_Militia_Warder|민병대 장,
qstr_checking_on_a_recrui|채용 확인
qstr_waiting_to_meet_a_bo|현상금 사냥꾼을 만나기 위해 기다리고
qstr_asking_if_we_had_seen|우리가 그의 친구들을 보았는지 묻는
qstr_a_young_Noble_by_the|주님의 이름으로 젊은 귀족 {s12},
qstr_on_important_business|주님을위한 중요한 사업에
qstr_a_wandering_Ranger_b|{s12}라는 이름으로 방황하는 레인저
qstr_preparing_to_leave_t|마을을 떠날 준비
qstr_investigating_someth|의심스러운 것을 조사하다
qstr_waiting_for_a_fellow|동료 레인저를 기다리는 중
qstr_a_good_squire_named_|이름이 {s12} 인 좋은 스 콰이어
qstr_waiting_for_his_Lord|그의 주님을 기다리는
qstr_meeting_a_friend|친구를 만나다
qstr_going_to_meet_his_Lo|그의 주님을 만나려고
qstr_a_neighbor_of_mine|내 이웃
qstr_on_his_way_to_the_sh|가게에가는 길에
qstr_walking_to_work|출근
qstr_a_relative_of_a_frie|친구의 친척
qstr_on_his_way_to_his_ma|주인 가게에가는 길에
qstr_looking_for_his_litt|그의 동생을 찾고
qstr_my_distant_cousin_na|내 먼 사촌 인 {s12},
qstr_avoiding_his_wife|그의 아내를 피하다
qstr_looking_for_his_son|그의 아들을 찾고
qstr_my_sister_s_husband_|내 동생의 남편의 사촌이 두 번 제거
qstr_avoiding_his_mother_|그의 시어머니를 피
qstr_looking_for_his_wayw|그의 멍청한 아들을 찾고
qstr_a_few_days_ago|며칠 전
qstr_last_night|지난 밤
qstr_earlier_this_morning|오늘 아침 일찍
qstr_yesterday|어제
qstr_after_sundown_yester|어제 일몰 후
qstr_while_dining_yesterd|어제 식사하는 동안
qstr_at_breakfast_this_mo|오늘 아침에 아침에
qstr_while_at_the_merchan|상인 가게에서
qstr_in_the_tavern|선술집에서
qstr_in_the_street|거리에서
qstr_outside_the_walls|벽 바깥
qstr_in_the_castle_courty|성 안뜰에서
qstr_noon_yesterday|어제 정오
qstr_recently|최근에
qstr_I_heard_{s9}_from_{s|{s11}에서 {s9}를 들었습니다.
qstr_I_was_told_{s13}_of_|{s11}에서 {s9}의 {s13}을 들었습니다.
qstr_Hmm_{s13}_I_heard_{s|흠, {s13} {s11}에서 {s9}를 들었습니다.
qstr_I_heard_{s9}_from_{s1|{s11} {s13}에서 {s9}를 들었습니다.
qstr_I_met_{s11}_{s13}_wh|나는 {s9}라고 말한 {s11} {s13}을 만났습니다.
qstr_I_came_across_{s9}_f|{s11}에서 {s9}를 발견했습니다.
qstr_On_a_chance_encounte|우연히 만났을 때 {s11}에서 {s9}를 들었습니다.
qstr_I_ran_into_{s11}_{s1|{s9}에 대해 알려주는 {s11} {s13}에 부딪 쳤습니다.
qstr_I_bumped_into_{s11}_|{s9} {s9}에게 전달 된 {s11} {s13}에 부딪 쳤습니다.
qstr_I_overheard_{s9}_fro|{s11}에서 {s9}을 (를) 들었습니다.
qstr_Snake_Cult|뱀 컬트
qstr_Jatu|자투
qstr_thieves_and_bandits_|숲의 도둑과 산적
qstr_Noldor|놀 도르
qstr_D_Shar_Steppe_Raider|다샤 스텝 해적
qstr_recent_events_that_s|평범하지 않은 최근 사건
qstr_outlaws_and_forest_b|무법자와 산림 뇌물
qstr_outlaws_and_highwaym|무법자와 고속도로
qstr_rogue_and_outlawed_K|불량하고 무법자 기사
qstr_various_adventure_co|다양한 모험 회사
qstr_Heretics|이단자
qstr_Red_Brotherhood|빨간 형제애
qstr_Knights_of_Eventide|Eventide의 기사
qstr_Knights_of_the_Dawn|새벽 기사단
qstr_Mettenheim|메텐 하임
qstr_Singalians|싱 갈리 안
qstr_travellers|여행자
qstr_the_accursed_{s14}|저주받은 {s14}
qstr_the_vile_{s14}|사악한 {s14}
qstr_the_damned_{s14}|저주받은 {s14}
qstr_the_barbaric_{s14}|야만인 {s14}
qstr_the_horrid_{s14}|끔찍한 {s14}
qstr_the_filthy_{s14}|더러운 {s14}
qstr_days|일
qstr_in_the_afternoon|오후에
qstr_fresh|신선한
qstr_in_the_morning|아침에
qstr_fresh_cool|신선한 시원한
qstr_nights|밤
qstr_after_dark|어두운 후
qstr_fresh_night|신선한 밤
qstr_after_sunset|일몰 후
qstr_night|밤
qstr__few_{s7}_ago|몇 {s7} 전
qstr_h_yes_it_was_two_{s7|h 예, {s7} 전인 {s17}
qstr_hh_it_was_yesterday_|어제, {s17}
qstr_bout_three_{s7}_ago|한판 승부 {s7} 전
qstr__handful_of_{s7}_ago|{s7}의 소수
qstr__few_{s7}_past_{s17}|과거 {s7}, {s17}
qstr_{s41}|{s41}
qstr_{s42}|{s42}
qstr_{s43}|{s43}
qstr_taking_a_stroll|산책
qstr_headed_to_the_tavern|선술집으로 향했다
qstr_walking_home|집으로 걸어
qstr_getting_some_{s18}_a|{s18} 공기를 얻는 중
qstr_enjoying_the_{s18}_a|{s18} 공기 즐기기
qstr_he|그
qstr_A{s12}_{s50}_was_{s3|A {s12}, {s50}은 {s30},
qstr_When_{s50}_was_{s30}|{s50}이 {s30} a {s12} 인 경우,
qstr_A{s12}_when_{s50}_wa|A {s12}, {s50}이 {s30} 일 때
qstr_We_came_across_{s11}|그가 {s30} 인 동안 우리는 {s11}을 만났습니다. 그는 우리에게 {s9}에 대해 말했습니다.
qstr_Aye_{s13}_we_encount|Aye, {s13} 우리는 {s9}에 대해 우리에게 말한 {s11}을 만났습니다.
qstr_Yes_{s13}_we_encount|예, {s13}은 {s30} 이었으므로 {s11}에 직면했습니다. 우리는 그가 {s9}을 중계하는 간단한 토론을했습니다.
qstr_Hmm_{s13}_we_came_up|흠, {s13}은 {s30}에있는 동안 {s11}에 왔습니다. 친근한 그는 우리에게 {s9}에 대해 알려주었습니다.
qstr_Well_{s13}_we_met_{s|글쎄, {s13}은 {s30}에있는 동안 {s11}을 만났습니다. 그는 우리에게 {s9}를 말했다.
qstr_{s4}_{s34}|{s4} {s34}
qstr_{s15}^{s10}|{s15} ^ {s10}
qstr_{s30}^{s3}|{s30} ^ {s3}
qstr_^^^Unfortunately_the|^^^ 불행히도, 장착할만한 가치가 없었습니다.
qstr_{s2}_equipped_{s1}.|{s2}에 장착 된 {s1}
qstr_{s2}_{s1}|{s2}, {s1}
qstr_{s2}_and_{s1}|{s2} 및 {s1}
qstr_{s2}|{s2}
qstr_{reg0}_noble_recruit|{reg0} 귀족 신병이 당신의 사업에 합류했습니다 {reg1? (신사와 교회로 인해 {reg1} {reg2 ?, {reg2}는 군대에 영광이 있기 때문에) :)} : {reg2? ({reg2} 당신의 군대에 영광이 있기 때문에) :}}
qstr_There_are_whispering|귀족들이 당신의 대의에 끌린다는 평민들 사이에 속삭임이 있습니다
qstr_Your_Noldor_opponent|Noldor의 상대는 훈련 준비가되었습니다. 교육을 성공적으로 마치려면 {reg1}을 모두 녹아웃해야합니다.
qstr_ranks|계급
qstr_shield_wall|방패 벽
qstr_wedge|쐐기
qstr_square|광장
qstr_up|쪽으로
qstr_Infantry_forming_{s1|보병 형성 {s1}.
qstr_Not_enough_infantry_|보병이 충분하지 않아 {s1}을 (를) 형성 할 수 없습니다.
qstr_Cavalry_forming_{s1}|기병대는 {s1}을 (를) 형성합니다.
qstr_Not_enough_cavalry_t|기병이 충분하지 않아 {s1}을 (를) 형성 할 수 없습니다.
qstr_Archers_forming_{s1}|{s1}을 (를) 형성하는 궁수.
qstr_Not_enough_archers_t|궁수가 {s1}을 (를) 형성 할만큼 충분하지 않지만 보유합니다.
qstr_Infantry_formation_d|보병 대형이 해체되었습니다.
qstr_Cavalry_formation_di|기병대 형성 해체
qstr_Archer_formation_dis|궁수 형성이 분해되었습니다.
qstr_The_{s10}_in_{s2}_ha|{s2}의 {s10}은 (는) 현지 장인이 완전히 수리했습니다.
qstr_The_craftsmen_of_{s2|{s2}의 장인이 {s10}을 일부 수리했습니다.
qstr_You_have_gained_{reg|{s1}으로 {reg1} 랭크 포인트를 얻었습니다.
qstr_You_have_lost_{reg1}|{s1}에서 {reg1} 랭크 포인트를 잃었습니다.
qstr_{s1}_{s2}_Knight|{s1} {s2} 기사
qstr_{s1}_{s2}_Knights|{s1} {s2} 기사
qstr_{s1}_{s2}|{s1} {s2}
qstr_The_secrets_of_makin|{s2}를 만드는 비밀은 이제 기사단 명령으로 알려져 있습니다.
qstr_{s1}|{s1}
qstr_{reg8}|{reg8}
qstr_You_ve_been_pimped_u|당신은 포주되었습니다!
qstr_{reg4}_killed_{reg5}|{reg4} 사망, {reg5} 부상
qstr_{s0}^{s1}:_{reg3}__{|{s0} ^ {s1} : {reg3} ({s2})
qstr_{s0}^{s1}_ally_:_{re|{s0} ^ {s1} (ally) : {reg3} ({s2})
qstr_{s0}^{s1}_enemy_:_{r|{s0} ^ {s1} (적) : {reg3} ({s2})
qstr_not_enough_gold|충분하지 않은 금
qstr_inventory_is_full|재고가 가득 찼습니다
qstr_{reg40}_denars_left|{reg40} 디나르가 남았습니다
qstr_Forming_ranks.|성형 순위.
qstr_Gained_{reg33}_XP|획득 한 {reg33} XP
qstr_Top_tier_troops_just|최고 부대는 {s2} 수비대를 떠났습니다.
qstr_The_purge_order_has_|제거 명령이 실행되었습니다.
qstr_You_ve_got_the_keys_|당신은 지하 감옥에 열쇠가 있습니다.
qstr_You_have_escaped_fro|당신은 서기관과의 싸움에서 탈출했다 다시 유령 아가씨와 이야기하십시오.
qstr_You_have_been_knocke|당신은 서기관에 의해 기절했습니다, 다시 유령 아가씨와 이야기하십시오.
qstr_{s37}|{s37}
qstr_You_have_been_knocked|당신은 녹아웃되었습니다!
qstr_You_were_defeated.|당신은 패배했습니다.
qstr_Rotate_with_the_mous|마우스로 회전하십시오. 표준 키로 이동하십시오.
qstr_Shift/Control_for_Up|Up / Down을위한 Shift / Control. 스페이스 바는 속도를 증가시킵니다.
qstr_Numpad_Plus/Minus_to|Numpad Plus / Minus는 감도를 변경합니다. 회전 할 숫자 키패드.
qstr_Home_to_reset_positi|위치를 재설정하는 홈입니다. Y 회전 뒤집기
qstr_Y_Rotation_Inverted|Y 회전 반전
qstr_Y_Rotation_Normal|Y 회전 법선
qstr_Sensitivity___25%__{|감도-25 %  ({reg8}, {reg9})
qstr_Sensitivity_+_25%__{|감도 + 25 %  ({reg8}, {reg9})
qstr_You_have_fallen_in_b|당신은 전투에 빠졌습니다!
qstr_Your_troops_are_char|부대가 충전 중입니다!
qstr_{s13}_has_died|{s13}이 사망했습니다
qstr_You_have_killed_{s13|{s13}을 죽였습니다
qstr_You_have_knocked_out|{s13}을 기절 시켰습니다.
qstr_You_can_t_retreat_be|적이 너무 가까워서 퇴각 할 수 없습니다!
qstr_You_must_stay_behind|당신은 지상에 선 뒤에 있어야합니다! 포인트는 계산되지 않습니다.
qstr_Cannot_leave_now.|지금 떠날 수 없습니다.
